rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1532096842249631389,,3,,1532096842,244550256,'',2,/record_1532096842213423892,Subscribing to rosout,/tmp/binarydeb/ros-indigo-rosbag-1.11.21/src/recorder.cpp,shared_ptr<ros,211,['/rosout']
1532096842250049429,,4,,1532096842,249951354,'',2,/record_1532096842213423892,Recording to session1_2018-07-20-16-27-22.bag.,/tmp/binarydeb/ros-indigo-rosbag-1.11.21/src/recorder.cpp,Recorder,394,['/rosout']
1532096842429582260,,69,,1532094075,244572666,'',2,/baxter_cams,mirror,/var/tmp/portage/sci-electronics/rethink-rsdk-1.2.0.57/work/rethink-rsdk-1.2.0.57/components/rsdk/cameras_publisher/camera.cpp,Camera,155,"['/rosout', '/robot/digital_io/command', '/cameras/left_hand_camera/image', '/cameras/left_hand_camera/camera_info', '/cameras/left_hand_camera/camera_info_std', '/cameras/right_hand_camera/image', '/cameras/right_hand_camera/camera_info', '/cameras/right_hand_camera/camera_info_std']"
1532096842429961554,,0,,1532086231,664901080,'',2,/base_to_world,Spinning until killed publishing world to base,/var/tmp/portage/sci-ros/ros-indigo-tf2-ros-0.5.5.0/work/ros-indigo-tf2-ros-0.5.5.0/src/static_transform_broadcaster_program.cpp,main,63,"['/rosout', '/tf_static']"
1532096842430184158,,0,,1532086231,664506549,'',2,/ref_base_to_world,Spinning until killed publishing world to reference/base,/var/tmp/portage/sci-ros/ros-indigo-tf2-ros-0.5.5.0/work/ros-indigo-tf2-ros-0.5.5.0/src/static_transform_broadcaster_program.cpp,main,63,"['/rosout', '/tf_static']"
1532096842430329757,,22,,1532086241,498330294,'',2,/robot_ref_publisher,URDFChange time,/var/tmp/portage/sci-electronics/rethink-rsdk-1.2.0.57/work/rethink-rsdk-1.2.0.57/stacks/MotorControl/RobotModel/RobotURDF.cpp,MotorControl,288,"['/rosout', '/tf']"
1532096842430625939,,27,,1532086241,511371072,'',2,/robot_state_publisher,Saving the URDF to the parameter server,/var/tmp/portage/sci-electronics/rethink-rsdk-1.2.0.57/work/rethink-rsdk-1.2.0.57/stacks/MotorControl/RobotModel/RobotURDF.cpp,MotorControl,138,"['/rosout', '/tf']"
1532096842430884511,,12962,,1532096841,393488565,'',4,/realtime_loop,Collisions,/var/tmp/portage/sci-electronics/rethink-rsdk-1.2.0.57/work/rethink-rsdk-1.2.0.57/stacks/MotorControl/MotorControlPlugins/CollisionAvoidanceController.cpp,MotorControl,760,"['/rosout', '/diagnostics', '/robot/joint_limits', '/robot/state', '/robot/limb_names', '/robot/limb/left/state', '/robot/limb/left/endpoint_state', '/robot/limb/left/commanded_endpoint_state', '/robot/limb/left/twist_speed_constraint', '/robot/limb/left/limb_state', '/robot/limb/left/stiffness', '/robot/limb/left/stiffness_constraint', '/robot/limb/right/state', '/robot/limb/right/endpoint_state', '/robot/limb/right/commanded_endpoint_state', '/robot/limb/right/twist_speed_constraint', '/robot/limb/right/limb_state', '/robot/limb/right/stiffness', '/robot/limb/right/stiffness_constraint', '/robot/assembly_names', '/robot/assembly/head/state', '/robot/assembly/left/state', '/robot/assembly/right/state', '/robot/assembly/torso/state', '/robot/end_effector_names', '/robot/homing_states', '/robot/homing_names', '/robot/joint_states', '/robot/joint_names', '/robot/ref_joint_states', '/robot/ref_joint_names', '/robot/navigators_states', '/robot/navigators_names', '/robot/navigators/left_navigator/state', '/robot/navigators/right_navigator/state', '/robot/navigators/torso_left_navigator/state', '/robot/navigators/torso_right_navigator/state', '/robot/accelerometer_states', '/robot/accelerometer_names', '/robot/accelerometer/left_accelerometer/state', '/robot/accelerometer/right_accelerometer/state', '/robot/digital_io_states', '/robot/digital_io_names', '/robot/digital_io/left_button_back/state', '/robot/digital_io/left_button_ok/state', '/robot/digital_io/left_button_show/state', '/robot/digital_io/left_lower_button/state', '/robot/digital_io/left_lower_cuff/state', '/robot/digital_io/left_shoulder_button/state', '/robot/digital_io/left_upper_button/state', '/robot/digital_io/limit_switch_1/state', '/robot/digital_io/limit_switch_2/state', '/robot/digital_io/limit_switch_3/state', '/robot/digital_io/motor_fault_signal/state', '/robot/digital_io/right_button_back/state', '/robot/digital_io/right_button_ok/state', '/robot/digital_io/right_button_show/state', '/robot/digital_io/right_lower_button/state', '/robot/digital_io/right_lower_cuff/state', '/robot/digital_io/right_shoulder_button/state', '/robot/digital_io/right_upper_button/state', '/robot/digital_io/torso_brake_sensor/state', '/robot/digital_io/torso_digital_input0/state', '/robot/digital_io/torso_left_button_back/state', '/robot/digital_io/torso_left_button_ok/state', '/robot/digital_io/torso_left_button_show/state', '/robot/digital_io/torso_process_sense0/state', '/robot/digital_io/torso_process_sense1/state', '/robot/digital_io/torso_right_button_back/state', '/robot/digital_io/torso_right_button_ok/state', '/robot/digital_io/torso_right_button_show/state', '/robot/digital_io/torso_safety_stop/state', '/robot/digital_io/head_green_light/state', '/robot/digital_io/head_lcd_auto_config/state', '/robot/digital_io/head_red_light/state', '/robot/digital_io/head_yellow_light/state', '/robot/digital_io/left_blow/state', '/robot/digital_io/left_hand_camera_power/state', '/robot/digital_io/left_inner_light/state', '/robot/digital_io/left_outer_light/state', '/robot/digital_io/left_pneumatic/state', '/robot/digital_io/left_suck/state', '/robot/digital_io/right_blow/state', '/robot/digital_io/right_blue_light/state', '/robot/digital_io/right_hand_camera_power/state', '/robot/digital_io/right_inner_light/state', '/robot/digital_io/right_outer_light/state', '/robot/digital_io/right_pneumatic/state', '/robot/digital_io/right_suck/state', '/robot/digital_io/torso_brake/state', '/robot/digital_io/torso_camera_power/state', '/robot/digital_io/torso_foot_pedal/state', '/robot/digital_io/torso_left_inner_light/state', '/robot/digital_io/torso_left_outer_light/state', '/robot/digital_io/torso_right_inner_light/state', '/robot/digital_io/torso_right_outer_light/state', '/robot/digital_io/torso_ui_output0/state', '/robot/digital_io/torso_ui_output1/state', '/robot/digital_io/torso_ui_output2/state', '/robot/digital_io/torso_ui_output3/state', '/robot/analog_io_states', '/robot/analog_io_names', '/robot/analog_io/left_hand_range/state', '/robot/analog_io/left_hand_range/value_uint32', '/robot/range/left_hand_range/state', '/robot/analog_io/left_vacuum_sensor_analog/state', '/robot/analog_io/left_vacuum_sensor_analog/value_uint32', '/robot/analog_io/left_wheel/state', '/robot/analog_io/left_wheel/value_uint32', '/robot/analog_io/right_hand_range/state', '/robot/analog_io/right_hand_range/value_uint32', '/robot/range/right_hand_range/state', '/robot/analog_io/right_vacuum_sensor_analog/state', '/robot/analog_io/right_vacuum_sensor_analog/value_uint32', '/robot/analog_io/right_wheel/state', '/robot/analog_io/right_wheel/value_uint32', '/robot/analog_io/torso_left_wheel/state', '/robot/analog_io/torso_left_wheel/value_uint32', '/robot/analog_io/torso_right_wheel/state', '/robot/analog_io/torso_right_wheel/value_uint32', '/robot/analog_io/torso_fan/state', '/robot/analog_io/torso_fan/value_uint32', '/robot/analog_io/torso_lighting/state', '/robot/analog_io/torso_lighting/value_uint32', '/robot/range_names', '/robot/sonar_states', '/robot/sonar_names', '/robot/sonar/head_sonar/state', '/robot/sonar/head_sonar/sonars_enabled', '/robot/sonar/head_sonar/lights/state', '/robot/sonar/head_sonar/lights/red_level', '/robot/sonar/head_sonar/lights/green_level', '/robot/head/state', '/robot/head/head_state', '/robot/limb/right/gravity_compensation_torques', '/robot/limb/right/collision_avoidance_state', '/robot/limb/right/velocity_controller_state', '/robot/limb/right/collision_detection_state', '/robot/end_effector/right_gripper/properties', '/robot/end_effector/right_gripper/state', '/robot/urdf', '/robot/limb/left/gravity_compensation_torques', '/robot/limb/left/collision_avoidance_state', '/robot/limb/left/velocity_controller_state', '/robot/limb/left/collision_detection_state', '/robot/end_effector/left_gripper/properties', '/robot/end_effector/left_gripper/state']"
1532096842431167671,,0,,1532086239,170892242,.USBService,2,/USBService,USB Service starting...,Server.cpp,USBService,69,[]
1532096842431558191,,2,,1532086235,932789151,'',4,/robot/environment_server,Got joint state update but did not update some joints for more than 1 second.  Turn on DEBUG for more info,/var/tmp/portage/sci-electronics/rethink-rsdk-1.2.0.57/work/rethink-rsdk-1.2.0.57/stacks/MotorControl/ArmCollisionTools/planning_environment/src/monitors/kinematic_model_state_monitor.cpp,KinematicModelStateMonitor,211,['/rosout']
